order_id,order_date,ship_date,delivery_date,supplier_name,supplier_location,warehouse_location,product_category,product_id,quantity,unit_price,total_cost,shipping_cost,shipping_mode,delivery_status,delay_days,payment_method,customer_type,region,returned,supplier_city,supplier_country,returned_flag,payment_group,customer_segment,is_b2b
ORD-79924,2022-10-18,2022-10-21,2022-11-07,ABC CORP,"Berlin, Germany",WH-BETA,Industrial Tools,PROD-952,61.0,166.57,10160.77,41.24,ROAD  ,Cancelled,17,Net Banking,Wholesale,North,No,Berlin,Germany,0,Online,B2B,1
ORD-29198,2023-03-24,2023-03-26,2023-04-10,APEX LOGISTICS,"Paris, France",WH-GAMMA,Furniture,PROD-902,49.0,36.13,1770.37,57.68,Sea,On-Time,15,Card,Wholesale,West,Yes,Paris,France,1,Online,B2B,1
ORD-59695,2023-08-29,2023-08-31,2023-09-09,APEX LOGISTICS,"London, UK",WH-BETA,Office Supplies,PROD-478,4.0,200.53,802.12,42.25,Rail,On-Time,9,COD,Retail,West,No,London,UK,0,Offline,B2C,0
ORD-29735,2022-02-28,2022-03-05,2022-03-16,GLOBAL TECH,Mumbai,WH-GAMMA,Industrial Tools,PROD-584,25.0,141.9,3547.5,67.99,RAIL  ,Cancelled,11,UPI,Wholesale,West,Yes,Mumbai,India,1,Online,B2B,1
ORD-60709,2023-06-08,2023-06-09,2023-06-24,Apex Logistics Inc,"New York, USA",WH-ALPHA,Clothing,PROD-154,60.0,180.48,10828.8,30.99,Rail,Cancelled,15,UPI,Wholesale,South,Yes,New York,USA,1,Online,B2B,1
ORD-97538,2022-05-01,2022-05-03,2022-05-10,industrial supplies ltd,"Paris, France",MAIN_HUB,Furniture,PROD-620,48.0,215.03,10321.44,22.17,Rail,Cancelled,7,Net Banking,Corporate,East,No,Paris,France,0,Online,B2B,1
ORD-13442,2022-06-09,2022-06-11,2022-06-27,Global Tech Inc,"Berlin, Germany",WH-BETA,Office Supplies,PROD-995,62.0,446.78,27700.36,37.81,Road,Cancelled,16,UPI,Wholesale,S,Yes,Berlin,Germany,1,Online,B2B,1
ORD-56210,2023-11-10,2023-11-12,2023-11-22,ABC CORP,"Berlin, Germany",WH-BETA,Clothing,PROD-935,85.0,161.66,13741.1,97.9,Road,On-Time,10,Card,Retail,West,Yes,Berlin,Germany,1,Online,B2C,0
ORD-77811,2023-07-14,2023-07-18,2023-08-03,Apex Logistics,"Berlin, Germany",MAIN_HUB,Office Supplies,PROD-643,52.0,461.94,24020.88,49.675,ROAD  ,On-Time,16,Card,Corporate,West,No,Berlin,Germany,0,Online,B2B,1
ORD-15806,2022-04-15,2022-04-18,2022-04-26,Global Tech Inc,"Shanghai, CN",MAIN_HUB,Furniture,PROD-306,36.0,327.77,11799.72,77.04,SEA  ,Delayed,8,UPI,Corporate,East,No,Shanghai,CN,0,Online,B2B,1
ORD-56627,2023-09-16,2023-09-19,2023-09-26,apex logistics,"Shanghai, CN",WH-BETA,Furniture,PROD-271,12.0,359.7,4316.4,31.17,Road,Delayed,7,Card,Retail,North,No,Shanghai,CN,0,Online,B2C,0
ORD-75612,2023-04-12,2023-04-15,2023-04-20,ApexLogistics,"New York, USA",WH-ALPHA,Industrial Tools,PROD-619,80.0,394.4,31552.0,79.84,Air,Delayed,5,Card,Retail,S,Yes,New York,USA,1,Online,B2C,0
ORD-37168,2022-03-24,2022-03-28,2022-03-28,global tech,"London, UK",WH-ALPHA,Clothing,PROD-502,26.0,372.36,9681.36,77.23,Air,Cancelled,0,Net Banking,Retail,South,No,London,UK,0,Online,B2C,0
ORD-47409,2022-10-05,2022-10-07,2022-10-21,ABCCorp,"London, UK",MAIN_HUB,Office Supplies,PROD-973,14.0,69.76,976.64,97.6,Sea,Cancelled,14,Card,Corporate,North,Yes,London,UK,1,Online,B2B,1
ORD-28818,2023-09-29,2023-10-01,2023-10-10,Apex Logistics,"Shanghai, CN",MAIN_HUB,Furniture,PROD-136,72.0,296.95,21380.4,87.51,Road,Cancelled,9,Card,Corporate,East,No,Shanghai,CN,0,Online,B2B,1
ORD-72070,2022-10-28,2022-11-01,2022-11-02,IndustrialSuppliesLtd,"Berlin, Germany",MAIN_HUB,Electronics,PROD-370,53.0,370.13,19616.89,21.92,Sea,On-Time,1,Card,Retail,West,Yes,Berlin,Germany,1,Online,B2C,0
ORD-89276,2022-08-30,2022-09-01,2022-09-06,ABCCorp,"New York, USA",MAIN_HUB,Clothing,PROD-198,76.0,74.73,5679.4800000000005,52.13,RAIL  ,On-Time,5,Net Banking,Retail,N,No,New York,USA,0,Online,B2C,0
ORD-65933,2022-07-09,2022-07-11,2022-07-21,apex logistics,"Shanghai, CN",MAIN_HUB,Office Supplies,PROD-202,74.0,98.91,7319.34,24.19,Sea,Cancelled,10,Card,Corporate,South,No,Shanghai,CN,0,Online,B2B,1
ORD-37215,2022-09-13,2022-09-18,2022-09-25,INDUSTRIAL SUPPLIES LTD,"Shanghai, CN",MAIN_HUB,Industrial Tools,PROD-419,87.0,301.9,26265.3,10.92,Rail,On-Time,7,Card,Wholesale,North,No,Shanghai,CN,0,Online,B2B,1
ORD-50685,2023-05-06,2023-05-09,2023-05-11,ABC Corp Inc,"New York, USA",WH-BETA,Clothing,PROD-330,46.0,179.96,8278.16,69.65,Road,On-Time,2,COD,Corporate,South,No,New York,USA,0,Offline,B2B,1
ORD-79467,2023-01-04,2023-01-06,2023-01-14,Global Tech Inc,"London, UK",MAIN_HUB,Clothing,PROD-449,46.0,405.81,18667.26,92.34,Air,Cancelled,8,Card,Retail,South,No,London,UK,0,Online,B2C,0
ORD-93816,2022-12-17,2022-12-19,2022-12-21,abc corp,"Berlin, Germany",WH-ALPHA,Office Supplies,PROD-959,69.0,341.29,23549.01,34.23,Rail,Delayed,2,UPI,Corporate,East,No,Berlin,Germany,0,Online,B2B,1
ORD-49566,2023-06-15,2023-06-16,2023-06-22,INDUSTRIAL SUPPLIES LTD,"Shanghai, CN",WH-ALPHA,Industrial Tools,PROD-386,55.0,164.87,9067.85,91.08,Road,Delayed,6,COD,Corporate,South,No,Shanghai,CN,0,Offline,B2B,1
ORD-32818,2022-05-14,2022-05-16,2022-05-25,Industrial Supplies Ltd,Mumbai,WH-ALPHA,Electronics,PROD-325,98.0,245.54,24062.92,36.09,Air,On-Time,9,Card,Corporate,West,Yes,Mumbai,India,1,Online,B2B,1
ORD-12260,2023-03-27,2023-03-31,2023-04-09,global tech,"New York, USA",WH-GAMMA,Industrial Tools,PROD-928,81.0,289.11,23417.91,28.88,Rail,Delayed,9,COD,Wholesale,North,No,New York,USA,0,Offline,B2B,1
ORD-59823,2023-02-28,2023-03-03,2023-03-05,ApexLogistics,"New York, USA",MAIN_HUB,Industrial Tools,PROD-830,54.0,95.8,5173.2,48.59,SEA  ,On-Time,2,Net Banking,Wholesale,North,Yes,New York,USA,1,Online,B2B,1
ORD-75774,2022-04-18,2022-04-19,2022-04-26,ABC CORP,"London, UK",WH-GAMMA,Furniture,PROD-411,87.0,16.41,1427.67,29.44,Rail,On-Time,7,Net Banking,Corporate,North,Yes,London,UK,1,Online,B2B,1
ORD-10053,2023-07-27,2023-07-29,2023-08-07,INDUSTRIAL SUPPLIES LTD,"Paris, France",MAIN_HUB,Office Supplies,PROD-698,93.0,209.11,19447.23,62.01,SEA  ,Delayed,9,COD,Retail,South,Yes,Paris,France,1,Offline,B2C,0
ORD-30632,2022-11-02,2022-11-07,2022-11-12,ABC Corp,Mumbai,WH-BETA,Furniture,PROD-214,23.0,78.34,1801.82,59.38,Air,Cancelled,5,Card,Retail,West,Yes,Mumbai,India,1,Online,B2C,0
ORD-50499,2022-12-28,2022-12-30,2023-01-01,Industrial Supplies Ltd Inc,"Paris, France",WH-BETA,Electronics,PROD-832,44.0,222.91,9808.04,13.35,RAIL  ,Delayed,2,Card,Retail,North,No,Paris,France,0,Online,B2C,0
ORD-30517,2022-06-19,2022-06-21,2022-07-08,Apex Logistics,"London, UK",WH-ALPHA,Furniture,PROD-870,40.0,465.09,18603.6,39.52,Rail,Cancelled,17,Card,Retail,N,No,London,UK,0,Online,B2C,0
ORD-80855,2023-07-04,2023-07-06,2023-07-19,Global Tech,"Berlin, Germany",WH-GAMMA,Furniture,PROD-763,28.0,310.74,8700.720000000001,44.13,Road,Cancelled,13,COD,Wholesale,East,Yes,Berlin,Germany,1,Offline,B2B,1
ORD-17212,2023-02-04,2023-02-06,2023-02-24,APEX LOGISTICS,"Shanghai, CN",WH-BETA,Furniture,PROD-822,36.0,180.66,6503.76,51.62,Road,On-Time,18,Net Banking,Corporate,South,No,Shanghai,CN,0,Online,B2B,1
ORD-45446,2022-10-20,2022-10-22,2022-10-31,ABC Corp Inc,"Shanghai, CN",MAIN_HUB,Electronics,PROD-615,61.0,149.26,9104.86,18.98,Sea,Cancelled,9,Card,Corporate,W,No,Shanghai,CN,0,Online,B2B,1
ORD-35430,2023-11-22,2023-11-26,2023-12-05,GLOBAL TECH,"Shanghai, CN",WH-GAMMA,Industrial Tools,PROD-686,20.0,177.22,3544.4,87.76,Sea,On-Time,9,Card,Wholesale,East,No,Shanghai,CN,0,Online,B2B,1
ORD-27038,2022-06-21,2022-06-23,2022-07-06,Apex Logistics,"New York, USA",WH-ALPHA,Office Supplies,PROD-254,26.0,209.49,5446.74,49.88,Rail,On-Time,13,COD,Retail,North,No,New York,USA,0,Offline,B2C,0
ORD-80968,2023-06-22,2023-06-24,2023-07-08,Apex Logistics Inc,Mumbai,MAIN_HUB,Office Supplies,PROD-960,83.0,485.79,40320.57,50.6,Air,On-Time,14,Card,Corporate,East,Yes,Mumbai,India,1,Online,B2B,1
ORD-95686,2023-07-14,2023-07-16,2023-07-20,industrial supplies ltd,Mumbai,WH-BETA,Electronics,PROD-414,48.0,67.41,3235.68,48.59,SEA  ,Delayed,4,Net Banking,Corporate,East,Yes,Mumbai,India,1,Online,B2B,1
ORD-83975,2023-06-26,2023-06-28,2023-07-07,IndustrialSuppliesLtd,"Berlin, Germany",WH-GAMMA,Industrial Tools,PROD-944,65.0,439.9,28593.5,69.29,Air,Delayed,9,Card,Wholesale,East,Yes,Berlin,Germany,1,Online,B2B,1
ORD-73242,2023-06-03,2023-06-05,2023-06-07,INDUSTRIAL SUPPLIES LTD,"Shanghai, CN",WH-BETA,Electronics,PROD-454,36.0,318.07,11450.52,56.64,Road,Cancelled,2,Net Banking,Corporate,East,No,Shanghai,CN,0,Online,B2B,1
ORD-99006,2022-01-08,2022-01-10,2022-01-22,Industrial Supplies Ltd,"London, UK",MAIN_HUB,Electronics,PROD-780,71.0,103.38,7339.98,22.24,RAIL  ,On-Time,12,Net Banking,Corporate,South,No,London,UK,0,Online,B2B,1
ORD-95660,2023-10-14,2023-10-18,2023-10-21,ABC Corp Inc,"Paris, France",WH-ALPHA,Office Supplies,PROD-422,53.0,292.76,15516.28,39.14,Air,Cancelled,3,Card,Retail,East,No,Paris,France,0,Online,B2C,0
ORD-35272,2023-04-08,2023-04-10,2023-04-18,Industrial Supplies Ltd,"London, UK",WH-ALPHA,Furniture,PROD-563,25.0,50.31,1257.75,95.99,Road,Delayed,8,UPI,Wholesale,West,Yes,London,UK,1,Online,B2B,1
ORD-74251,2022-12-14,2022-12-15,2022-12-31,global tech,Mumbai,WH-BETA,Electronics,PROD-846,48.0,429.33,20607.84,70.07,SEA  ,On-Time,16,Card,Retail,W,No,Mumbai,India,0,Online,B2C,0
ORD-89064,2022-08-14,2022-08-18,2022-08-20,ABCCorp,"Berlin, Germany",WH-BETA,Clothing,PROD-393,79.0,53.5,4226.5,79.85,ROAD  ,Delayed,2,COD,Corporate,East,Yes,Berlin,Germany,1,Offline,B2B,1
ORD-51232,2022-11-16,2022-11-17,2022-11-23,ABCCorp,"Berlin, Germany",WH-BETA,Clothing,PROD-766,21.0,373.73,7848.33,48.59,SEA  ,Delayed,6,UPI,Wholesale,North,No,Berlin,Germany,0,Online,B2B,1
ORD-24366,2022-12-06,2022-12-11,2022-12-16,GLOBAL TECH,"Shanghai, CN",WH-GAMMA,Industrial Tools,PROD-530,71.0,306.54,21764.34,87.05,RAIL  ,Delayed,5,Net Banking,Corporate,West,Yes,Shanghai,CN,1,Online,B2B,1
ORD-72411,2023-08-15,2023-08-17,2023-08-22,ABC CORP,"Berlin, Germany",MAIN_HUB,Clothing,PROD-741,24.0,161.24,3869.76,20.68,RAIL  ,Delayed,5,COD,Corporate,East,Yes,Berlin,Germany,1,Offline,B2B,1
ORD-60328,2023-03-01,2023-03-03,2023-03-18,industrial supplies ltd,"London, UK",MAIN_HUB,Electronics,PROD-402,65.0,53.56,3481.4,30.16,Air,On-Time,15,Net Banking,Wholesale,West,No,London,UK,0,Online,B2B,1
ORD-83464,2023-10-15,2023-10-17,2023-10-28,industrial supplies ltd,"Berlin, Germany",WH-BETA,Furniture,PROD-840,66.0,204.09,13469.94,75.31,SEA  ,On-Time,11,Net Banking,Wholesale,South,Yes,Berlin,Germany,1,Online,B2B,1
ORD-23474,2023-01-25,2023-01-30,2023-02-05,ABC Corp Inc,"Shanghai, CN",MAIN_HUB,Clothing,PROD-338,15.0,42.86,642.9,92.69,Air,Cancelled,6,Card,Retail,North,No,Shanghai,CN,0,Online,B2C,0
ORD-74454,2022-06-16,2022-06-21,2022-07-03,apex logistics,"Shanghai, CN",WH-ALPHA,Furniture,PROD-336,89.0,17.13,1524.57,76.08,ROAD  ,Cancelled,12,Card,Wholesale,South,No,Shanghai,CN,0,Online,B2B,1
ORD-52906,2022-01-30,2022-02-01,2022-02-10,GLOBAL TECH,"Shanghai, CN",WH-GAMMA,Electronics,PROD-157,63.0,497.3,31329.9,83.5,Road,Delayed,9,UPI,Corporate,N,Yes,Shanghai,CN,1,Online,B2B,1
ORD-25655,2022-11-17,2022-11-18,2022-11-20,Apex Logistics Inc,Mumbai,WH-ALPHA,Office Supplies,PROD-378,87.0,251.35,21867.45,51.62,Road,Delayed,2,Card,Corporate,South,No,Mumbai,India,0,Online,B2B,1
ORD-65933,2023-10-14,2023-10-15,2023-10-24,ABC CORP,"Berlin, Germany",MAIN_HUB,Office Supplies,PROD-936,79.0,348.01,27492.79,42.59,ROAD  ,Cancelled,9,COD,Corporate,North,No,Berlin,Germany,0,Offline,B2B,1
ORD-41147,2023-08-13,2023-08-18,2023-08-28,ABC Corp,"Shanghai, CN",MAIN_HUB,Furniture,PROD-116,11.0,498.75,5486.25,14.3,Road,On-Time,10,Card,Retail,South,No,Shanghai,CN,0,Online,B2C,0
ORD-25717,2022-05-28,2022-06-02,2022-06-11,abc corp,"New York, USA",WH-ALPHA,Furniture,PROD-322,49.0,289.89,14204.61,15.68,Road,Delayed,9,UPI,Retail,East,No,New York,USA,0,Online,B2C,0
ORD-33703,2023-07-16,2023-07-18,2023-07-22,industrial supplies ltd,"London, UK",WH-BETA,Clothing,PROD-145,99.0,301.92,29890.08,70.61,Air,Delayed,4,Net Banking,Corporate,North,No,London,UK,0,Online,B2B,1
ORD-71524,2023-01-10,2023-01-12,2023-01-27,APEX LOGISTICS,"Shanghai, CN",WH-BETA,Electronics,PROD-782,59.0,103.78,6123.02,75.36,RAIL  ,Cancelled,15,UPI,Corporate,East,No,Shanghai,CN,0,Online,B2B,1
ORD-98039,2022-01-22,2022-01-24,2022-02-08,Industrial Supplies Ltd,"Shanghai, CN",WH-GAMMA,Electronics,PROD-781,13.0,359.87,4678.31,52.74,Rail,Delayed,15,UPI,Corporate,North,No,Shanghai,CN,0,Online,B2B,1
ORD-92155,2022-03-14,2022-03-18,2022-03-28,ABCCorp,"Paris, France",WH-ALPHA,Industrial Tools,PROD-962,33.0,77.19,2547.27,54.82,Road,Delayed,10,Net Banking,Wholesale,West,No,Paris,France,0,Online,B2B,1
ORD-57059,2023-04-19,2023-04-24,2023-05-03,Global Tech Inc,Mumbai,MAIN_HUB,Office Supplies,PROD-818,31.0,403.52,12509.12,16.65,Sea,Delayed,9,Card,Wholesale,East,Yes,Mumbai,India,1,Online,B2B,1
ORD-73944,2023-01-12,2023-01-14,2023-01-27,GlobalTech,"Paris, France",WH-BETA,Electronics,PROD-447,54.0,389.05,21008.7,91.03,RAIL  ,On-Time,13,COD,Corporate,East,Yes,Paris,France,1,Offline,B2B,1
ORD-66873,2022-05-18,2022-05-21,2022-05-30,Industrial Supplies Ltd,Mumbai,WH-GAMMA,Office Supplies,PROD-660,56.0,110.01,6160.56,97.88,Air,On-Time,9,Net Banking,Corporate,South,No,Mumbai,India,0,Online,B2B,1
ORD-29516,2022-03-18,2022-03-21,2022-03-30,IndustrialSuppliesLtd,"Paris, France",MAIN_HUB,Clothing,PROD-896,91.0,239.46,21790.86,66.63,Rail,On-Time,9,UPI,Retail,West,No,Paris,France,0,Online,B2C,0
ORD-93839,2023-11-10,2023-11-14,2023-11-29,ABCCorp,"London, UK",WH-BETA,Clothing,PROD-183,100.0,128.48,12847.999999999998,35.49,RAIL  ,Delayed,15,COD,Retail,East,No,London,UK,0,Offline,B2C,0
ORD-27840,2023-10-23,2023-10-26,2023-11-04,apex logistics,"Paris, France",WH-GAMMA,Clothing,PROD-612,22.0,134.85,2966.7,5.72,Road,Cancelled,9,Card,Wholesale,East,No,Paris,France,0,Online,B2B,1
ORD-90560,2022-03-10,2022-03-12,2022-03-24,Global Tech,"Berlin, Germany",MAIN_HUB,Clothing,PROD-221,72.0,346.92,24978.24,34.25,Rail,On-Time,12,Net Banking,Retail,East,No,Berlin,Germany,0,Online,B2C,0
ORD-88317,2023-05-19,2023-05-20,2023-05-23,IndustrialSuppliesLtd,"Shanghai, CN",MAIN_HUB,Industrial Tools,PROD-468,21.0,334.36,7021.56,70.34,Air,Delayed,3,Card,Wholesale,West,No,Shanghai,CN,0,Online,B2B,1
ORD-49008,2023-11-12,2023-11-17,2023-11-29,ABCCorp,"Paris, France",WH-BETA,Industrial Tools,PROD-778,2.0,58.64,117.28,72.56,AIR  ,Cancelled,12,Net Banking,Wholesale,South,No,Paris,France,0,Online,B2B,1
ORD-87184,2022-07-27,2022-07-29,2022-07-31,ABCCorp,"Shanghai, CN",WH-GAMMA,Industrial Tools,PROD-625,37.0,473.73,17528.010000000002,21.9,Road,On-Time,2,Net Banking,Corporate,North,Yes,Shanghai,CN,1,Online,B2B,1
ORD-15772,2022-07-13,2022-07-14,2022-07-25,ABC Corp,"Shanghai, CN",MAIN_HUB,Office Supplies,PROD-458,41.0,116.3,4768.3,47.56,Air,Delayed,11,COD,Wholesale,North,No,Shanghai,CN,0,Offline,B2B,1
ORD-68606,2022-10-20,2022-10-22,2022-11-05,INDUSTRIAL SUPPLIES LTD,"London, UK",WH-BETA,Industrial Tools,PROD-341,69.0,265.83,18342.27,67.07,ROAD  ,Cancelled,14,Net Banking,Wholesale,West,No,London,UK,0,Online,B2B,1
ORD-47752,2022-08-28,2022-08-29,2022-09-02,Industrial Supplies Ltd,"Berlin, Germany",MAIN_HUB,Furniture,PROD-451,70.0,282.67,19786.9,80.07,Air,Cancelled,4,COD,Retail,North,No,Berlin,Germany,0,Offline,B2C,0
ORD-91560,2022-06-30,2022-07-03,2022-07-08,APEX LOGISTICS,Mumbai,WH-GAMMA,Clothing,PROD-103,15.0,473.53,7102.95,91.4,Rail,On-Time,5,UPI,Corporate,South,No,Mumbai,India,0,Online,B2B,1
ORD-14117,2022-12-28,2022-12-30,2023-01-10,IndustrialSuppliesLtd,"Shanghai, CN",WH-ALPHA,Furniture,PROD-975,40.0,462.07,18482.8,57.04,Rail,Delayed,11,COD,Wholesale,East,No,Shanghai,CN,0,Offline,B2B,1
ORD-69829,2023-05-05,2023-05-07,2023-05-15,Apex Logistics Inc,Mumbai,WH-ALPHA,Industrial Tools,PROD-994,50.0,47.39,2369.5,94.85,Air,Delayed,8,Card,Corporate,W,No,Mumbai,India,0,Online,B2B,1
ORD-58915,2022-06-07,2022-06-08,2022-06-12,Global Tech,"London, UK",MAIN_HUB,Industrial Tools,PROD-540,70.0,267.13,18699.1,72.39,Rail,On-Time,4,COD,Corporate,N,Yes,London,UK,1,Offline,B2B,1
ORD-11807,2022-04-27,2022-04-29,2022-05-16,ABC Corp Inc,"London, UK",WH-BETA,Electronics,PROD-228,90.0,56.68,5101.2,51.62,Road,Delayed,17,UPI,Corporate,East,No,London,UK,0,Online,B2B,1
ORD-33416,2022-12-17,2022-12-19,2023-01-27,ABC Corp,Mumbai,WH-GAMMA,Electronics,PROD-716,25.0,334.83,8370.75,8.41,Air,On-Time,39,COD,Retail,East,No,Mumbai,India,0,Offline,B2C,0
ORD-64949,2022-06-30,2022-07-02,2022-07-12,Apex Logistics Inc,"New York, USA",WH-BETA,Industrial Tools,PROD-255,49.0,174.78,8564.22,14.28,Rail,Delayed,10,COD,Corporate,E,No,New York,USA,0,Offline,B2B,1
ORD-28430,2022-05-12,2022-05-14,2022-05-21,Apex Logistics Inc,"New York, USA",WH-GAMMA,Electronics,PROD-469,91.0,108.56,9878.96,34.14,Sea,Delayed,7,Card,Wholesale,West,Yes,New York,USA,1,Online,B2B,1
ORD-67905,2023-05-30,2023-05-31,2023-06-11,abc corp,"Paris, France",WH-ALPHA,Furniture,PROD-958,0.0,212.53,0.0,17.37,Sea,Cancelled,11,Card,Wholesale,E,No,Paris,France,0,Online,B2B,1
ORD-28098,2023-07-13,2023-07-16,2023-07-21,IndustrialSuppliesLtd,"Berlin, Germany",MAIN_HUB,Furniture,PROD-779,64.0,295.13,18888.32,52.74,Rail,On-Time,5,Card,Retail,S,No,Berlin,Germany,0,Online,B2C,0
ORD-36090,2022-07-12,2022-07-17,2022-07-19,Apex Logistics,"New York, USA",MAIN_HUB,Clothing,PROD-134,33.0,417.51,13777.83,19.49,Road,Delayed,2,COD,Wholesale,North,No,New York,USA,0,Offline,B2B,1
ORD-97410,2023-06-10,2023-06-12,2023-06-23,ABC CORP,"Shanghai, CN",WH-BETA,Clothing,PROD-851,96.0,279.97,26877.120000000003,92.35,Rail,Delayed,11,COD,Corporate,West,No,Shanghai,CN,0,Offline,B2B,1
ORD-52487,2023-02-06,2023-02-08,2023-02-16,APEX LOGISTICS,"Shanghai, CN",WH-GAMMA,Industrial Tools,PROD-867,21.0,187.1,3929.1,90.55,Rail,On-Time,8,Card,Wholesale,West,No,Shanghai,CN,0,Online,B2B,1
ORD-12719,2023-03-17,2023-03-19,2023-03-23,GlobalTech,"Shanghai, CN",WH-GAMMA,Clothing,PROD-710,61.0,180.92,11036.12,5.58,AIR  ,On-Time,4,COD,Corporate,S,Yes,Shanghai,CN,1,Offline,B2B,1
ORD-83000,2022-01-12,2022-01-13,2022-01-31,Industrial Supplies Ltd,"Berlin, Germany",WH-ALPHA,Electronics,PROD-923,31.0,478.75,14841.25,49.87,Sea,Delayed,18,Card,Corporate,West,Yes,Berlin,Germany,1,Online,B2B,1
ORD-93442,2023-05-06,2023-05-08,2023-05-09,Global Tech,"Shanghai, CN",WH-GAMMA,Industrial Tools,PROD-711,73.0,359.01,26207.73,68.44,Sea,On-Time,1,UPI,Corporate,North,No,Shanghai,CN,0,Online,B2B,1
ORD-86434,2022-10-06,2022-10-10,2022-10-19,global tech,"Shanghai, CN",WH-GAMMA,Industrial Tools,PROD-726,42.0,18.45,774.9,93.33,Road,Delayed,9,UPI,Wholesale,North,No,Shanghai,CN,0,Online,B2B,1
ORD-49139,2023-06-18,2023-06-20,2023-06-23,ABC CORP,"Paris, France",WH-ALPHA,Clothing,PROD-164,81.0,165.24,13384.44,27.98,Road,Cancelled,3,Card,Corporate,West,No,Paris,France,0,Online,B2B,1
ORD-94497,2023-01-04,2023-01-06,2023-01-11,Industrial Supplies Ltd,Mumbai,WH-GAMMA,Office Supplies,PROD-683,60.0,22.99,1379.4,79.04,AIR  ,Delayed,5,COD,Corporate,North,Yes,Mumbai,India,1,Offline,B2B,1
ORD-88222,2022-12-17,2022-12-19,2022-12-21,ABC Corp Inc,Mumbai,MAIN_HUB,Furniture,PROD-770,22.0,328.99,7237.780000000001,35.27,Road,Cancelled,2,COD,Retail,S,Yes,Mumbai,India,1,Offline,B2C,0
ORD-78614,2023-10-20,2023-10-22,2023-10-24,GlobalTech,"London, UK",WH-BETA,Furniture,PROD-972,53.0,169.72,8995.16,11.45,AIR  ,Cancelled,2,UPI,Corporate,North,No,London,UK,0,Online,B2B,1
ORD-21221,2022-11-20,2022-11-22,2022-12-05,ApexLogistics,"Paris, France",WH-GAMMA,Electronics,PROD-884,49.0,148.04,7253.96,35.87,Sea,Cancelled,13,COD,Retail,East,No,Paris,France,0,Offline,B2C,0
ORD-38972,2022-07-30,2022-07-31,2022-08-09,apex logistics,Mumbai,MAIN_HUB,Electronics,PROD-357,13.0,93.93,1221.09,74.91,Air,Cancelled,9,Net Banking,Retail,East,No,Mumbai,India,0,Online,B2C,0
ORD-71621,2023-09-01,2023-09-05,2023-09-11,APEX LOGISTICS,"Shanghai, CN",WH-GAMMA,Furniture,PROD-892,14.0,412.61,5776.54,55.95,Air,Cancelled,6,COD,Corporate,North,No,Shanghai,CN,0,Offline,B2B,1
ORD-70332,2022-05-21,2022-05-22,2022-06-03,INDUSTRIAL SUPPLIES LTD,Mumbai,WH-GAMMA,Furniture,PROD-345,63.0,245.49,15465.87,15.95,Air,Delayed,12,COD,Retail,West,No,Mumbai,India,0,Offline,B2C,0
ORD-86888,2023-06-20,2023-06-21,2023-06-24,GLOBAL TECH,"Shanghai, CN",WH-BETA,Clothing,PROD-553,13.0,328.91,4275.83,75.59,Air,Cancelled,3,Card,Corporate,West,No,Shanghai,CN,0,Online,B2B,1
ORD-64379,2023-07-28,2023-07-30,2023-07-30,ABC Corp Inc,"New York, USA",WH-GAMMA,Furniture,PROD-300,15.0,309.71,4645.65,38.52,Rail,On-Time,0,Net Banking,Retail,West,No,New York,USA,0,Online,B2C,0
ORD-70012,2023-02-20,2023-02-23,2023-03-12,Industrial Supplies Ltd Inc,"New York, USA",WH-GAMMA,Furniture,PROD-343,43.0,422.52,18168.36,76.16,ROAD  ,Cancelled,17,COD,Corporate,North,No,New York,USA,0,Offline,B2B,1
ORD-99277,2023-06-23,2023-06-25,2023-06-26,INDUSTRIAL SUPPLIES LTD,"Paris, France",WH-BETA,Furniture,PROD-318,56.0,111.05,6218.8,21.7,Sea,Cancelled,1,Net Banking,Corporate,East,Yes,Paris,France,1,Online,B2B,1
ORD-63545,2023-08-16,2023-08-18,2023-08-22,ABC Corp,Mumbai,MAIN_HUB,Industrial Tools,PROD-168,1.0,469.73,469.73,69.9,RAIL  ,On-Time,4,Card,Retail,East,No,Mumbai,India,0,Online,B2C,0
ORD-57826,2023-08-14,2023-08-16,2023-08-21,global tech,"Berlin, Germany",MAIN_HUB,Industrial Tools,PROD-933,15.0,308.73,4630.950000000001,52.74,Rail,On-Time,5,Card,Wholesale,West,Yes,Berlin,Germany,1,Online,B2B,1
ORD-60293,2022-08-29,2022-08-31,2022-09-16,ABCCorp,"Berlin, Germany",WH-ALPHA,Industrial Tools,PROD-954,57.0,44.72,2549.04,21.66,Sea,Delayed,16,UPI,Corporate,East,No,Berlin,Germany,0,Online,B2B,1
ORD-36171,2022-07-20,2022-07-22,2022-07-31,APEX LOGISTICS,"Shanghai, CN",WH-ALPHA,Clothing,PROD-729,45.0,485.5,21847.5,57.53,Rail,On-Time,9,Card,Retail,East,No,Shanghai,CN,0,Online,B2C,0
ORD-85166,2022-09-04,2022-09-06,2022-09-20,GlobalTech,Mumbai,MAIN_HUB,Furniture,PROD-992,11.0,348.62,3834.82,51.37,Road,On-Time,14,Card,Wholesale,West,No,Mumbai,India,0,Online,B2B,1
ORD-62262,2022-09-21,2022-09-23,2022-09-30,IndustrialSuppliesLtd,"London, UK",MAIN_HUB,Furniture,PROD-309,75.0,465.27,34895.25,34.16,Sea,Cancelled,7,COD,Corporate,North,No,London,UK,0,Offline,B2B,1
